ISL_Icelandic_Cup,154811
ISL_Icelandic_Cup_W,827084
ISL_Icelandic_First_Division,905441
ISL_Icelandic_Fourth_Division,5618314
ISL_Icelandic_Premier_League_W,911286
ISL_Icelandic_Second_Division,943450
ISL_Icelandic_Third_Division,3126286
ISL_Icelandic_U19_League,907589
ISL_Icelandic_U19_League_Women,3244094
ISL_Urvalsdeild,887158
ISR_Israeli_Liga_Alef,5618479
ISR_Israeli_Liga_Leumit,804044
ISR_Israeli_Liga_Leumit_Cup,1035449
ISR_Israeli_Premier,822165
ISR_Israeli_Premier_League_Cup,1161205
ISR_Israeli_Super_Cup,8083549
ISR_Israeli_U19_Elite_Division,2465205
ITA_Campeonato_Primavera,841133
ITA_Coppa_Italia,1874
ITA_Coppa_Italia_Lega_Pro,849268
ITA_Lega_Pro,5984496
ITA_Serie_A,81
ITA_Serie_B,83
International_AFC_Champions_League,39218
International_AFC_Cup,309972
International_CAF_African_Cup_of_Nations,4254855
International_CAF_Champions_League,987643
International_CAF_Confederations_Cup,2001733
International_CONCACAF_Champions_League,194961
International_Copa_Sudamericana,4655
International_Euro_2016,4527196
International_FIFA_World_Cup_2018,5614746
International_Friendly,219
International_International_Friendly,1985077
International_International_Friendly_W,88832
International_U19_Internationals,13051
International_U20_International,402969
International_U21_Euro_Championships_Qualifiers,7597618
International_U21_International,6301
International_UEFA_Champions_League,228
International_UEFA_Europa_League,2005
International_UEFA_Youth_League,3784863
JAM_Jamaican_Premier_League,3796898
JOR_Jordan_Cup,900926
JOR_Jordan_League,843222
JPN_Emperors_Cup,236552
JPN_J2_League,1062024
JPN_J3_League,4802285
JPN_J_League,89
JPN_Japan_Football_League,3785366
JPN_Japanese_League_W,7143446
JPN_Nabisco_Cup,32518
KAZ_Kazakhstani_1_Division,3297851
KAZ_Kazakhstani_Premier_League,3127737
KEN_Kenyan_Premier_League,7616742
KOR_K_League,867459
LTU_Lithuanian_1_Lyga,1587980
LTU_Lithuanian_A_Lyga,879221
LTU_Lithuanian_Cup,1147862
LUX_Luxembourg_National_Division,4515700
LVA_Latvian_1_Liga,1661891
LVA_Latvian_Reserve_League,7183687
LVA_Latvian_Second_League,3242305
LVA_Virsliga,887178
MAR_Moroccan_Cup,4095837
MAR_Moroccan_Division_1,2609677
MEX_Copa_Mexico,1979279
MEX_Mexican_Liga_de_Ascenso,827754
MEX_Mexican_Primera_Division,5627174
MEX_Mexican_U20_League,827078
MKD_Macedonian_Football_League,1517121
MLS,141
MLT_Maltese_First_Division,2923434
MLT_Maltese_Premier_League,1327393
MMR_Myanmar_National_League,7836682
MYS_Malaysia_Cup,1105022
MYS_Malaysian_Super_League,840886
NIC_Nicaraguan_Primera_Division,6480193
NIFL_Premiership,20351
NLD_Dutch_Jong_Eredivisie,836645
NLD_Dutch_Jupiler_League,11
NLD_Eredivisie,71
NLD_Eredivisie_W,8139939
NLD_Netherlands_Reserve_League,8068520
NOR_Norwegian_1_Division,95
NOR_Norwegian_2_Division,891106
NOR_Norwegian_3_Division,920858
NOR_Norwegian_Cup,4051
NOR_Norwegian_League_W,7126020
NOR_Tippeligaen,93
PAN_Panama_Primera_Division,3972877
PER_Peru_Primera_Division,848082
PHL_Philippines_UFL_Cup,7319790
PHL_UFL_Division,6871833
POL_Ekstraklasa,97
POL_Ekstraliga_W,7138694
POL_Polish_1_Liga,403085
POL_Polish_2_Liga,876442
POL_Polish_Cup,32246
POL_Polish_U19_Central_Junior_League,5449376
PRT_Campeonato_Nacional_Seniores,4517616
PRT_Portugese_Super_Cup_Women,8166570
PRT_Portuguese_U19_Championship,863810
PRT_Primeira_Liga,99
PRT_Segunda_Liga,9513
PRT_Taca_da_Liga,19640
PRT_Taca_de_Portugal,61351
PRY_Paraguayan_Primera,839575
QAT_Qatari_Stars_League,842258
ROU_Liga_1,4905
ROU_Romanian_Cup,218756
ROU_Romanian_Liga_II,862579
ROU_Romanian_Liga_III,3006957
RUS_Premier_Division,101
RUS_Russian_Cup,33051
RUS_Russian_Division_1,880458
RUS_Russian_Division_2,891179
RUS_Russian_Regional_Leagues,7425130
RUS_Russian_Youth_League,868392
SAU_Saudi_Crown_Prince_Cup,840912
SAU_Saudi_Premier,853446
SGP_Singapore_Cup,944127
SGP_Singapore_Prime_League,868823
SGP_Singapore_S_League,848322
SLV_El_Salvadoran_Primera_Division,4802204
SRB_Serbian_Super_Liga,103
SVK_1_Liga_East,5714159
SVK_1_Liga_West,5713494
SVK_Slovakian_1_Liga,2938065
SVK_Slovakian_Cup,97855
SVK_Slovakian_Super_Liga,113
SVK_Slovakian_U19_League,872270
SVN_2_SNL,8141281
SVN_Slovenian_Prva_Liga,115
SWE_Allsvenskan,129
SWE_Superettan,131
SWE_Swedish_Cup,18099
SWE_Swedish_Div_1_Norra,500102
SWE_Swedish_Div_1_Sodra,500180
SWE_Swedish_Division_1_W,7261893
SWE_Swedish_Division_2,920223
THA_Thailand_Division_1,4608858
THA_Thailand_Division_2,4608865
THA_Thailand_FA_Cup,3297875
THA_Thailand_League_Cup,5448752
THA_Thailand_Premier_League,3332575
TUN_Tunisian_Cup,6390405
TUN_Tunisian_Ligue_Professionelle_1,6103298
TUR_Turkish_Division_1,175680
TUR_Turkish_Super_League,194215
UEFA_Champions_League,228
UEFA_Europa_League,2005
UKR_Ukrainian_Cup,300965
UKR_Ukrainian_Druha_Liga,1658999
UKR_Ukrainian_League_W,3089001
UKR_Ukrainian_Persha_Liga,872215
UKR_Ukrainian_U19_League,1888360
UKR_Ukrainian_U21_League,7946082
UKR_Vischya_Liga,139
URY_Uruguayan_Primera,843454
URY_Uruguayan_Segunda_Division,6104087
USA_MLS,141
USA_NPSL,5618531
USA_North_American_Soccer_League,156320
USA_USL_Pro,3004992
USA_US_Open_Cup,155369
USA_US_PDL,7465669
USL_Pro,3004992
UZB_Uzbekistan_1_Division,7197874
UZB_Uzbekistan_Cup,4851739
UZB_Uzbekistan_Professional_League,908196
UZB_Uzbekistan_Youth_League_U23,4732508
VEN_Copa_Venezuela,7893771
VEN_Liga_de_Ascenso,7897688
VEN_Venezuelan_Primera,1065530
VNM_National_Cup,4608119
VNM_VLeague_1,4555345
VNM_VLeague_2,5326228
ZAF_8_Cup,5790028
ZAF_Premier_Soccer_League,2631619
ZAF_South_African_First_Division,3785359
ZAF_South_African_League_Cup,6197407
ZAF_South_African_Varsity_Football_Challenge,7942109
